[21889, 923, 2833, 5792, 18646, 1109, 29892, 2698, 834, 2698, 594, 271, 554, 20741, 24759, 743, 20242, 900, 29891, 314, 532, 29889, 319, 413, 4431, 324, 1569, 2465, 2698, 594, 271, 2682, 24759, 743, 900, 29891, 314, 532, 263, 24100, 446, 9357, 29901, 13, 13, 29896, 29889, 319, 6984, 5990, 30048, 594, 271, 554, 413, 4431, 324, 13199, 29901, 4709, 20742, 5990, 30048, 594, 271, 18489, 29892, 26535, 430, 29976, 352, 263, 23247, 18489, 29892, 29260, 29873, 2465, 18216, 18489, 29892, 263, 756, 3749, 2464, 271, 19489, 1764, 26174, 413, 4431, 324, 28843, 29889, 4709, 394, 29976, 1327, 24061, 2571, 5273, 29882, 6399, 26535, 430, 29874, 2698, 20742, 5990, 30048, 594, 271, 554, 413, 4431, 324, 1569, 14684, 29901, 13, 12, 29930, 360, 21900, 554, 29901, 612, 14995, 29979, 29899, 7428, 29899, 7858]
[5031, 19905, 17737, 27407, 4356, 979, 313, 262, 695, 29889, 29871, 29896, 29896, 29900, 29906, 29896, 29941, 29941, 29900, 29900, 29900, 29897, 13, 13, 13, 28956, 13, 13, 28956, 13, 13, 2]
[4868, 17740, 28220, 11341, 1511, 29892, 607, 338, 278, 10150, 322, 1556, 15171, 6270, 4333, 310, 16078, 713, 18530, 27330, 936, 6475, 29889, 13, 13, 797, 6124, 304, 1438, 7788, 29892, 278, 16078, 713, 3086, 8907, 310, 15350, 284, 6933, 322, 20315, 10550, 313, 8979, 1692, 29897, 884, 8128, 263, 17173, 310, 2472, 373, 18530, 284, 6933, 322, 3942, 4955, 297, 16078, 29892, 3704, 16411, 6475, 29892, 12060, 29892, 13718, 29892, 322, 4892, 23199, 1078, 29892, 322, 916, 15839, 10701, 29889, 13, 13, 3563, 497, 29892, 16078, 713, 18530, 284, 6933, 5925, 508, 367, 18066, 292, 2861, 304, 278, 10225, 310, 15839, 6475, 29892, 541, 411, 3736, 11416, 322, 278, 671, 310, 907, 1230, 5925, 16650, 583, 29892, 372, 338, 1950, 304, 443, 11911, 21114, 2472, 1048, 596, 16078, 713, 19525, 943, 29889]
[12053, 24703, 18895, 26907, 15767, 29871, 29896, 29945, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900, 29900]
[18212, 4393, 2729, 11167, 15617, 4841, 322, 29871, 29896, 29900, 29900, 29995, 5613, 2348, 1127, 10070, 29889, 29871, 11275, 9316, 526, 16112, 25554, 287, 304, 3867, 278, 1900, 2582, 363, 596, 19309, 29892, 1728, 738, 4023, 845, 22233, 29879, 470, 23116, 5227, 629, 2925, 29889, 29871, 2688, 5957, 263, 12875, 310, 9316, 1316, 408, 3700, 471, 13244, 29892, 2730, 391, 332, 19427, 29892, 724, 6762, 29892, 322, 901, 29889, 29871, 11275, 9316, 526, 13907, 363, 599, 19309, 4072, 29892, 3704, 20502, 19309, 29889, 29871, 11275, 10655, 338, 304, 3867, 1880, 29899, 29567, 29892, 5613, 2071, 3742, 598, 9316, 393, 526, 15579, 304, 14332, 29889, 29871, 2688, 526, 19355, 304, 15075, 475, 3097, 322, 671, 321, 1111, 29899, 18326, 368, 4870, 6751, 17279, 10940, 1950, 29889, 29871, 11275, 9316, 526, 24116, 1017, 29899, 9021]
[3319, 12607, 14936, 5286, 30718, 30140, 1800, 322, 278, 916, 313, 1552, 376, 16107, 1159, 408, 263, 982, 310, 3902, 8253, 278, 9443, 1546, 278, 1023, 29889, 13, 13, 797, 278, 937, 760, 310, 278, 664, 29892, 278, 7664, 3913, 263, 10296, 310, 20413, 29892, 11580, 29892, 322, 5321, 482, 304, 1653, 263, 3652, 310, 9846, 5541, 2187, 393, 321, 5744, 263, 4060, 310, 10329, 359, 322, 766, 2098, 29889, 4525, 1736, 526, 6839, 304, 2755, 278, 376, 1888, 546, 14936, 5286, 29908, 9565, 310, 278, 664, 29892, 607, 14637, 304, 278, 2969, 310, 385, 376, 326, 17990, 895, 29908, 470, 376, 686, 29884, 2618, 29908, 2913, 393, 338, 2931, 1891, 491, 263, 4060, 310, 14679, 322, 766, 20659, 29889, 13, 13, 797, 278, 1473, 760, 310, 278, 664, 29892, 278, 7664, 528]
[23733, 2104, 18623, 5681, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767, 30330, 231, 191, 132, 31564, 232, 162, 186, 30448, 30767]
[25058, 11009, 15106, 23450, 31875, 235, 180, 141, 29871, 13, 13, 334, 29871, 29896, 29947, 29929, 29941, 30470, 30330, 30275, 30356, 30499, 30449, 30330, 31427, 232, 142, 156, 232, 144, 179, 30448, 31655, 30458, 232, 140, 184, 31770, 30566, 30553, 30330, 30275, 30356, 30199, 232, 144, 179, 232, 139, 186, 31615, 31438, 30458, 31965, 233, 176, 172, 30326, 30366, 30267, 13, 334, 29871, 29896, 29929, 29900, 29900, 30470, 30330, 30325, 30346, 30499, 30449, 30330, 233, 184, 177, 30793, 234, 184, 184, 30458, 234, 158, 158, 30389, 30353, 30371, 30453, 30330, 232, 144, 179, 232, 139, 186, 31615, 31438, 30458, 31965, 233, 176, 172, 30326, 30366, 30267, 13, 334, 29871, 29896, 29929, 29896, 29896, 30470, 30330, 30275, 30356, 30499, 30449, 30330, 235, 193, 158, 231, 189, 168, 236, 160, 172, 31237, 30458, 31558, 30589]
[5806, 3897, 28921, 8087, 29598, 9268, 2686, 8416, 29871, 29906, 29900, 29896, 29896, 563, 3056, 8416, 2310, 14261, 1600, 319, 21371, 17975, 841, 20151, 2152, 29892, 5424, 8428, 2907, 762, 1798, 22439, 686, 1005, 5244, 845, 3554, 29892, 9444, 262, 8326, 563, 5250, 571, 264, 2256, 29889, 13, 13, 2277, 29937, 1019, 29390, 13, 13, 29928, 294, 2895, 5848, 3602, 672, 29873, 563, 3662, 20617, 2065, 14261, 1600, 1019, 29390, 29892, 762, 2160, 1380, 25176, 1094, 412, 9553, 589, 2644, 10647, 2101, 21924, 8702, 14133, 2101, 29889, 2694, 2231, 589, 11305, 29884, 4919, 1019, 29390, 3937, 29901, 13, 13, 29896, 29889, 7646, 14305, 627, 29901, 910, 2060, 263, 9893, 304, 27391, 15075, 475, 519, 23274, 322, 4010, 18930, 4249, 8041, 322, 13925, 472, 278, 3014, 310, 22883, 22284, 29889, 13, 29906, 29889, 317]
[19705, 26493, 24222, 12086, 22208, 13, 29871, 421, 18963, 448, 29990, 12354, 2045, 597, 4773, 29889, 510, 29914, 2754, 29914, 29894, 29896, 29914, 7193, 29914, 29896, 29906, 29941, 29946, 448, 29950, 376, 25471, 29901, 23606, 261, 395, 4986, 29968, 1430, 6937, 13, 29871, 421, 18963, 448, 29990, 11971, 2045, 597, 4773, 29889, 510, 29914, 2754, 29914, 29894, 29896, 29914, 7193, 448, 29950, 376, 25471, 29901, 23606, 261, 395, 4986, 29968, 1430, 29908, 448, 29990, 11971, 448, 29950, 376, 3916, 29899, 1542, 29901, 2280, 29914, 3126, 29908, 448, 29881, 525, 6377, 978, 1115, 376, 11639, 1938, 29872, 613, 376, 5269, 1115, 376, 29926, 1148, 299, 7297, 29992, 4773, 29889, 510, 9092, 11120, 13, 13, 3492, 508, 884, 671, 421, 18963, 29952, 1899, 411, 9370, 29879, 29952, 2984, 304, 15142, 278, 6728, 11134, 322, 916]
[6665, 19807, 14031, 24776, 30028, 310, 278, 1556, 4100, 322, 21114, 12297, 24238, 29879, 29892, 3704, 278, 13834, 376, 29933, 417, 397, 12734, 29908, 626, 29884, 1026, 29892, 607, 338, 13112, 304, 505, 1063, 28043, 491, 278, 12892, 713, 1374, 2518, 1148, 29879, 6053, 29889, 13, 13, 1576, 19133, 29915, 29879, 4333, 884, 7805, 263, 1353, 310, 916, 7282, 24238, 29879, 29892, 3704, 29901, 13, 13, 29930, 450, 376, 29903, 4287, 370, 310, 278, 8991, 29908, 448, 263, 9560, 368, 25554, 287, 21990, 370, 367, 300, 280, 626, 29884, 1026, 29892, 607, 338, 13112, 304, 505, 1063, 1304, 491, 278, 12297, 12892, 5834, 304, 12566, 6053, 515, 10311, 29889, 13, 29930, 450, 376, 29907, 4708, 310, 24929, 322, 27723, 12892, 29908, 448, 263, 380, 27389, 22843, 20844, 29892, 607, 338, 13112, 304, 505]
[6247, 24924, 6727, 2033, 28025, 310, 5198, 348, 1228, 27580, 1304, 297, 23900, 14502, 29901, 13, 13, 29896, 29889, 3579, 7185, 542, 29880, 7177, 5459, 747, 397, 583, 1068, 29901, 4525, 526, 9775, 29899, 5498, 1133, 3279, 1144, 393, 7868, 304, 2702, 3279, 1144, 373, 23900, 9101, 29892, 19912, 278, 5198, 1540, 1788, 18720, 322, 5337, 278, 9101, 29889, 1222, 9422, 3160, 10421, 1314, 326, 370, 313, 29934, 277, 1314, 273, 29897, 322, 534, 579, 3365, 398, 370, 313, 18650, 1547, 262, 467, 13, 29906, 29889, 3579, 1888, 29885, 1540, 5399, 3149, 512, 6335, 17259, 1068, 29901, 4525, 5883, 3174, 664, 491, 23473, 3279, 1144, 373, 5198, 1540, 9101, 393, 12891, 5557, 963, 515, 5337, 292, 23900, 9101, 29889, 1222, 9422, 3160, 282, 1590, 1467, 466, 398, 370, 313, 2558, 509, 6191, 511]
[536, 28557, 8567, 27989, 27563, 29889, 13, 13, 29923, 262, 9352, 261, 6266, 7939, 1752, 29892, 5511, 2160, 762, 5088, 631, 2162, 297, 589, 27989, 25218, 289, 16136, 413, 18723, 563, 2160, 289, 16136, 1770, 17703, 2724, 12238, 29889, 6065, 9083, 22201, 367, 277, 12702, 29892, 5511, 762, 21757, 289, 16136, 2090, 7066, 3722, 563, 2160, 4788, 289, 16136, 1622, 762, 1588, 29993, 29888, 2469, 3764, 13167, 3537, 12238, 29889, 13, 13, 14190, 13456, 9901, 2907, 24199, 5603, 29892, 762, 2980, 7884, 29892, 5511, 762, 21757, 1729, 13572, 1622, 762, 21650, 420, 6266, 13167, 10125, 589, 1588, 29993, 29888, 2469, 285, 554, 1558, 3722, 1752, 563, 1047, 277, 762, 4348, 13498, 6266, 13167, 10125, 563, 1697, 365, 824, 264, 553, 6610, 264, 297, 972, 23305, 12204, 2578, 841, 25979, 9083, 29889, 13, 13]
[9973, 15907, 5143, 24197, 18589, 29878, 29926, 29926, 29882, 29895, 29926, 29926, 29882, 29895, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926, 29882, 29926]
[2501, 29414, 30036, 4352, 11973, 29897, 13, 13, 22550, 29901, 13, 13, 29995, 30036, 4352, 11973, 338, 263, 5332, 1734, 393, 11624, 310, 1023, 5633, 29901, 376, 4352, 29908, 322, 376, 11973, 1213, 13, 13, 29908, 9652, 29908, 508, 367, 20512, 304, 376, 6565, 19867, 29908, 297, 5332, 29892, 607, 2794, 376, 510, 20941, 1213, 13, 13, 29908, 4504, 1000, 29908, 508, 367, 20512, 304, 376, 4504, 1000, 29879, 4018, 357, 29908, 297, 5332, 29892, 607, 2794, 376, 999, 23987, 29908, 470, 376, 279, 8844, 1061, 1213, 13, 13, 6295, 29892, 1273, 30036, 4352, 11973, 508, 367, 20512, 304, 376, 510, 20941, 2143, 23987, 29908, 470, 376, 279, 8844, 1061, 310, 10230, 1213, 13, 13, 797, 278, 3030, 310, 278, 10541, 29892, 278, 1734, 376, 29995, 30036, 4352, 11973, 29908, 338, 5517, 1304]
[16546, 23128, 6548, 7638, 16616, 13, 13, 22550, 29901, 13, 13, 1576, 421, 29887, 798, 7638, 29952, 740, 297, 390, 338, 1304, 304, 6548, 263, 16874, 934, 491, 263, 6790, 1353, 310, 4206, 29889, 450, 421, 16121, 29952, 2980, 338, 1304, 304, 6084, 3692, 278, 16874, 934, 881, 367, 21633, 491, 4417, 716, 4206, 470, 491, 4417, 716, 4341, 29889, 13, 13, 797, 596, 1206, 29892, 366, 864, 304, 6548, 278, 16874, 934, 491, 4417, 716, 4206, 29892, 577, 366, 881, 731, 421, 16121, 353, 376, 29887, 798, 5727, 29908, 1412, 13, 13, 10605, 29915, 29879, 385, 1342, 310, 920, 366, 508, 671, 278, 421, 29887, 798, 7638, 29952, 740, 304, 6548, 263, 16874, 934, 29901, 13, 28956, 13, 29937, 16012, 278, 16874, 934, 13, 2176, 3705, 1303, 29889, 7638, 703, 1272, 29889]
[12857, 9819, 5522, 29020, 950, 2677, 13, 13, 3421, 8004, 338, 393, 278, 421, 13197, 440, 29020, 950, 2677, 29952, 770, 338, 263, 19481, 310, 421, 29020, 950, 2677, 29952, 393, 8128, 5684, 9863, 363, 1985, 411, 3190, 2347, 848, 29889, 2398, 29892, 306, 1016, 29915, 29873, 1074, 920, 304, 671, 372, 297, 278, 4944, 775, 11534, 29889, 13, 13, 6028, 4856, 3113, 5649, 920, 304, 671, 421, 13197, 440, 29020, 950, 2677, 29952, 297, 445, 775, 11534, 29892, 322, 2020, 372, 29915, 29879, 5181, 29973, 13, 13, 22550, 29901, 450, 421, 13197, 440, 29020, 950, 2677, 29952, 770, 338, 263, 19481, 310, 421, 29020, 950, 2677, 29952, 393, 8128, 5684, 9863, 363, 1985, 411, 3190, 2347, 848, 297, 4956, 29878, 29889, 739, 29915, 29879, 5181, 1363, 4956, 29878, 29915, 29879, 421, 29020]
[412, 9797, 880, 30733, 7693, 29889, 13, 13, 3492, 508, 671, 278, 421, 517, 29918, 4537, 2555, 1158, 304, 3588, 278, 1347, 304, 263, 1353, 29901, 13, 28956, 13, 1026, 851, 353, 376, 29941, 29889, 29896, 29946, 1769, 13, 1026, 954, 353, 304, 29918, 4537, 29898, 710, 416, 13, 11058, 29889, 1188, 29898, 1949, 416, 849, 10604, 29901, 29871, 29941, 29889, 29896, 29946, 13, 28956, 13, 2499, 725, 6703, 29892, 366, 508, 671, 278, 421, 4557, 2555, 5823, 304, 3588, 278, 1347, 304, 263, 1353, 29901, 13, 28956, 13, 1026, 851, 353, 376, 29941, 29889, 29896, 29946, 1769, 13, 1026, 954, 353, 9681, 29898, 710, 416, 13, 11058, 29889, 1188, 29898, 1949, 416, 849, 10604, 29901, 29871, 29941, 29889, 29896, 29946, 13, 28956, 13, 9842, 393, 565, 278, 1347, 338, 451, 263, 2854]
[15860, 11597, 14967, 21097, 13158, 300, 29897, 13, 13, 2277, 29937, 29871, 29906, 29900, 29896, 29929, 13, 13, 16334, 900, 11693, 7637, 29836, 762, 25386, 18628, 589, 16208, 14967, 29871, 29906, 29900, 29896, 29929, 297, 4186, 29893, 3442, 29901, 13, 13, 29896, 29889, 379, 30020, 16927, 4956, 30020, 29879, 313, 29950, 29897, 785, 29871, 29896, 29906, 29955, 29889, 29955, 29955, 29941, 26256, 1527, 313, 29941, 29953, 29892, 29906, 28233, 13, 29906, 29889, 476, 4026, 309, 476, 29926, 824, 3844, 29877, 313, 29963, 29897, 785, 29871, 29947, 29941, 29889, 29945, 29941, 29946, 26256, 1527, 313, 29906, 29941, 29892, 29945, 28233, 13, 29941, 29889, 4794, 29890, 29926, 10181, 29876, 390, 30077, 29872, 1317, 557, 4881, 313, 17396, 29897, 785, 29871, 29953, 29953, 29889, 29945, 29945, 29945, 26256, 1527, 313, 29896, 29929, 29892, 29896, 28233, 13]
[27909, 13878, 30538, 29468, 9919, 13, 13, 1576, 1840, 376, 17406, 392, 2849, 29908, 508, 2737, 304, 1422, 7600, 29892, 3704, 29901, 13, 13, 29896, 29889, 13878, 2849, 29892, 12892, 448, 263, 4272, 297, 12892, 393, 471, 11091, 491, 9428, 278, 7027, 297, 29871, 29941, 29941, 29896, 350, 4741, 322, 471, 385, 4100, 4818, 310, 9257, 29892, 6509, 29892, 322, 11302, 297, 278, 12297, 3186, 29889, 13, 29906, 29889, 13878, 2849, 29892, 11653, 448, 263, 4272, 297, 278, 3303, 3900, 29892, 5982, 297, 278, 7660, 29892, 360, 29889, 29907, 29889, 25311, 8929, 4038, 29889, 13, 29941, 29889, 13878, 2849, 29892, 20994, 448, 263, 4272, 297, 278, 3303, 3900, 29892, 5982, 297, 16721, 5127, 29889, 13, 29946, 29889, 13878, 2849, 29892, 28838, 448, 263, 4272, 297, 278, 3303, 3900, 29892, 5982, 297, 16866, 2247]
